0,1
Standard library:Data,0.044444444444444446
Standard library:Data structure,0.14163319946452477
Standard library:Structure,0.044444444444444446
Standard library:Recursion,0.08888888888888889
Standard library:Recursive definition,0.022222222222222223
Standard library:Definition,0.0
Standard library:Function (mathematics),0.044444444444444446
Standard library:Mathematical induction,0.044444444444444446
Standard library:Principle,0.0
Standard library:Mathematical logic,0.0
Standard library:Turing machine,0.022222222222222223
Standard library:Machine,0.0
Standard library:Description,0.0
Standard library:Hoare logic,0.0
Standard library:English language,0.022222222222222223
Standard library:Structural induction,0.0
Standard library:Predicate (mathematical logic),0.0
Standard library:First-order logic,0.0
Standard library:Calculus,0.022222222222222223
Standard library:Natural deduction,0.0
Standard library:Deductive reasoning,0.022222222222222223
Standard library:Data type,0.17122302158273384
Standard library:Language,0.2
Standard library:Formal language,0.01345029239766082
Standard library:Theory,0.0
Standard library:Regular expression,0.24166666666666667
Standard library:Finite set,0.0
Standard library:Finite-state machine,0.013818860877684408
Standard library:Context-free grammar,0.03637992831541219
Standard library:Grammar,0.0
Standard library:Specification (technical standard),0.022222222222222223
Standard library:Concept,0.0
Standard library:Mathematics,0.044444444444444446
Standard library:Mathematical proof,0.0
Standard library:Well-formed formula,-0.015151515151515152
Standard library:Proposition,0.0
Standard library:Argument,0.0
Standard library:Discrete mathematics,0.0
Standard library:Regular language,-0.012195121951219513
Standard library:Formal grammar,0.010317460317460319
Standard library:Determinism,0.0
Standard library:Nondeterministic finite automaton,-0.02
Standard library:Software,0.028051001821493626
Standard library:Rigour,0.0
Standard library:Logic,0.06666666666666667
Standard library:Computation,0.022222222222222223
Standard library:Computing,0.0835412953060012
Standard library:System,0.0
Library (computing):Data,-0.017476555839727195
Library (computing):Data structure,-0.05526453640649555
Library (computing):Structure,-0.016276477146042363
Library (computing):Recursion,-0.00826086956521739
Library (computing):Recursive definition,0.0
Library (computing):Definition,0.0
Library (computing):Function (mathematics),-0.00819763863242124
Library (computing):Mathematical induction,0.007246376811594203
Library (computing):Principle,0.0
Library (computing):Mathematical logic,0.011338179490696293
Library (computing):Turing machine,-0.019635343618513323
Library (computing):Machine,-0.0033444816053511705
Library (computing):Description,0.0
Library (computing):Hoare logic,0.0
Library (computing):English language,0.0
Library (computing):Structural induction,0.0
Library (computing):Predicate (mathematical logic),0.0
Library (computing):First-order logic,0.0
Library (computing):Calculus,-0.00423728813559322
Library (computing):Natural deduction,-0.019230769230769232
Library (computing):Deductive reasoning,0.007246376811594203
Library (computing):Data type,0.02929830049004275
Library (computing):Language,0.04889648411625997
Library (computing):Formal language,0.004195270785659802
Library (computing):Theory,0.0
Library (computing):Regular expression,-0.028260869565217395
Library (computing):Finite set,0.0
Library (computing):Finite-state machine,0.006089392278650591
Library (computing):Context-free grammar,-0.008882655446470312
Library (computing):Grammar,-0.009345794392523364
Library (computing):Specification (technical standard),-0.013422818791946308
Library (computing):Concept,0.0
Library (computing):Mathematics,0.007246376811594203
Library (computing):Mathematical proof,-0.005747126436781609
Library (computing):Well-formed formula,-0.015151515151515152
Library (computing):Proposition,0.0
Library (computing):Argument,0.0
Library (computing):Discrete mathematics,-0.0041841004184100415
Library (computing):Regular language,-0.00494874513962531
Library (computing):Formal grammar,-0.02846790890269151
Library (computing):Determinism,0.0
Library (computing):Nondeterministic finite automaton,-0.02
Library (computing):Software,-0.02767878355904016
Library (computing):Rigour,0.0
Library (computing):Logic,-0.00044593088071348975
Library (computing):Computation,-0.036231884057971016
Library (computing):Computing,0.05711849957374254
Library (computing):System,0.02947512730121426
Graphical user interface:Data,-0.01974992895709008
Graphical user interface:Data structure,-0.050579128106629415
Graphical user interface:Structure,-0.007692307692307693
Graphical user interface:Recursion,-0.020338164251207727
Graphical user interface:Recursive definition,0.0
Graphical user interface:Definition,0.0
Graphical user interface:Function (mathematics),0.014492753623188406
Graphical user interface:Mathematical induction,0.0
Graphical user interface:Principle,0.0
Graphical user interface:Mathematical logic,0.004830917874396135
Graphical user interface:Turing machine,-0.006467196509272246
Graphical user interface:Machine,0.017465626161278336
Graphical user interface:Description,0.0
Graphical user interface:Hoare logic,0.0
Graphical user interface:English language,0.0
Graphical user interface:Structural induction,0.0
Graphical user interface:Predicate (mathematical logic),0.0
Graphical user interface:First-order logic,-0.00425531914893617
Graphical user interface:Calculus,0.0
Graphical user interface:Natural deduction,0.0
Graphical user interface:Deductive reasoning,0.004830917874396135
Graphical user interface:Data type,-0.004726653459840824
Graphical user interface:Language,0.00966183574879227
Graphical user interface:Formal language,0.004830917874396135
Graphical user interface:Theory,0.0
Graphical user interface:Regular expression,-0.06516908212560388
Graphical user interface:Finite set,0.0
Graphical user interface:Finite-state machine,0.004830917874396135
Graphical user interface:Context-free grammar,0.0
Graphical user interface:Grammar,-0.004672897196261682
Graphical user interface:Specification (technical standard),-0.0018804915215770192
Graphical user interface:Concept,0.0
Graphical user interface:Mathematics,0.024154589371980676
Graphical user interface:Mathematical proof,0.0
Graphical user interface:Well-formed formula,-0.015151515151515152
Graphical user interface:Proposition,0.004830917874396135
Graphical user interface:Argument,0.0
Graphical user interface:Discrete mathematics,-0.0041841004184100415
Graphical user interface:Regular language,0.0
Graphical user interface:Formal grammar,0.0
Graphical user interface:Determinism,0.004830917874396135
Graphical user interface:Nondeterministic finite automaton,0.0
Graphical user interface:Software,-0.04062722736992158
Graphical user interface:Rigour,-0.009454796411318151
Graphical user interface:Logic,0.0009847640282422887
Graphical user interface:Computation,-0.007246376811594202
Graphical user interface:Computing,0.027616316618874162
Graphical user interface:System,0.05121425773599687
Computer programming:Data,-0.018823529411764704
Computer programming:Data structure,-0.005576592082616183
Computer programming:Structure,-0.027032967032967037
Computer programming:Recursion,-0.015714285714285715
Computer programming:Recursive definition,-0.12195121951219512
Computer programming:Definition,-0.018518518518518517
Computer programming:Function (mathematics),0.005250965250965252
Computer programming:Mathematical induction,-0.027800963081861956
Computer programming:Principle,0.0
Computer programming:Mathematical logic,-0.0037494366831906266
Computer programming:Turing machine,-0.015453149001536099
Computer programming:Machine,0.011849020544672718
Computer programming:Description,0.005714285714285714
Computer programming:Hoare logic,-0.11928571428571429
Computer programming:English language,0.008106312292358805
Computer programming:Structural induction,-0.0625
Computer programming:Predicate (mathematical logic),-0.14705882352941177
Computer programming:First-order logic,-0.02407294832826748
Computer programming:Calculus,-0.015472154963680387
Computer programming:Natural deduction,-0.023131868131868134
Computer programming:Deductive reasoning,0.002217484008528786
Computer programming:Data type,-0.009085303186022603
Computer programming:Language,0.053486550013058236
Computer programming:Formal language,-0.04426065162907268
Computer programming:Theory,-0.0003280103582218386
Computer programming:Regular expression,-0.02571428571428571
Computer programming:Finite set,-0.013333333333333334
Computer programming:Finite-state machine,-0.02184873949579832
Computer programming:Context-free grammar,-0.023179723502304145
Computer programming:Grammar,0.005714285714285714
Computer programming:Specification (technical standard),-0.009702780441035473
Computer programming:Concept,-0.011092436974789916
Computer programming:Mathematics,0.028257926612041327
Computer programming:Mathematical proof,0.011395730706075535
Computer programming:Well-formed formula,-0.045454545454545456
Computer programming:Proposition,-0.0535064935064935
Computer programming:Argument,0.005714285714285714
Computer programming:Discrete mathematics,-0.04184100418410042
Computer programming:Regular language,-0.0007665505226480841
Computer programming:Formal grammar,-0.01857142857142857
Computer programming:Determinism,-0.004201680672268907
Computer programming:Nondeterministic finite automaton,-0.04
